ADDRESS,SUBURB,PRICE,BEDROOMS,BATHROOMS,GARAGE,LAND_AREA,FLOOR_AREA,BUILD_YEAR,CBD_DIST,NEAREST_STN,NEAREST_STN_DIST,DATE_SOLD,POSTCODE,LATITUDE,LONGITUDE,NEAREST_SCH,NEAREST_SCH_DIST,NEAREST_SCH_RANK
63 Loton Road,Millendon,615000,3,2,2,21959,178,1993,24100,Midland Station,10400,"12-2005",6056,-31.80738,116.04833,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,6.118333082240637,53
63 Marchamley Street,Carlisle,450000,3,2,2,292,195,NULL,6400,Carlisle Station,1100,"03-2018",6101,-31.97544732,115.9211861,AUSTRALIAN ISLAMIC COLLEGE - KEWDALE,1.1833835285530088,102
63 Markwell Avenue,Haynes,179000,3,2,2,363,133,2015,26200,Armadale Station,2200,"09-2013",6112,-32.15962534,115.9903678,DALE CHRISTIAN SCHOOL,0.7886589102362971,
63 Marshall Way,Samson,560000,4,2,2,737,156,1980,14100,Murdoch Station,5300,"11-2019",6163,-32.06621,115.79413,SETON CATHOLIC COLLEGE,0.7248993783256807,91
63 Mclean Street,Melville,960000,4,2,2,459,242,2008,11200,Bull Creek Station,5000,"12-2018",6156,-32.03994003,115.8015178,MELVILLE SENIOR HIGH SCHOOL,0.8002838709082606,61
63 McNeill Road,Champion Lakes,820000,3,1,5,21783,139,1970,22500,Challis Station,3300,"01-2011",6111,-32.12749,115.97762,CECIL ANDREWS COLLEGE,2.0312784436307436,139
63 Meridian Drive,Mullaloo,634000,3,1,2,702,132,1988,22300,Edgewater Station,2700,"02-2017",6027,-31.77473,115.75015,BELRIDGE SECONDARY COLLEGE,1.323213382194512,102
63 Murdoch Drive,Singleton,350000,3,1,2,809,94,1965,55700,Mandurah Station,9300,"07-2015",6175,-32.44418,115.75299,COMET BAY COLLEGE,3.293057375188946,35
63 Myerson Crescent,Maida Vale,570000,4,2,2,503,178,2009,15100,Midland Station,7300,"01-2016",6057,-31.9555536,116.0189476,DARLING RANGE SPORTS COLLEGE,2.3631378152290323,137
63 Newbold Road,Casuarina,830000,4,2,3,18078,168,1987,30900,Kwinana Station,3600,"06-2017",6167,-32.22916,115.88016,THE KING'S COLLEGE,4.777298912759426,
63 Oakbella Parade,Harrisdale,736000,4,2,2,388,281,2014,20500,Cockburn Central Station,6800,"03-2019",6112,-32.12600656,115.9308589,CAREY BAPTIST COLLEGE,1.6629721266191095,62
63 Orchid Avenue,Bennett Springs,435000,4,2,2,484,155,1999,12100,Bayswater Station,6800,"05-2016",6063,-31.85713567,115.9204184,KIARA COLLEGE,2.6511861557840484,
63 Pilbara Crescent,Jane Brook,597000,3,2,2,700,229,1999,20500,Midland Station,5500,"04-2015",6056,-31.87039,116.05365,SWAN VIEW SENIOR HIGH SCHOOL,2.0946689687560074,
63 Pine Crest Way,Gnangara,870000,4,2,NULL,40494,412,1999,21800,Edgewater Station,8600,"03-2005",6077,-31.75671,115.86737,WANNEROO SECONDARY COLLEGE,4.942097623803632,131
63 Poseidon Road,Heathridge,525000,5,2,1,746,170,1978,23200,Joondalup Station,2400,"11-2018",6027,-31.76354,115.75446,BELRIDGE SECONDARY COLLEGE,1.1219852397722767,102
63 Preece Road,Keysbrook,190000,4,2,2,23972,169,2006,59800,Armadale Station,35500,"04-2005",6126,-32.47290266,116.0145643,FAIRBRIDGE COLLEGE,16.069587066490776,
63 Princeton Circuit,Aubin Grove,565000,4,2,2,638,218,2008,23800,Cockburn Central Station,4500,"10-2017",6164,-32.16600714,115.8577722,ATWELL COLLEGE,2.525032496768388,129
63 Redgum Avenue,Bellevue,280000,3,1,1,769,91,1986,17300,Midland Station,3600,"03-2020",6056,-31.90661488,116.0344435,SWAN VIEW SENIOR HIGH SCHOOL,2.324314164840848,
63 Ridge Road,Cockburn Central,522000,4,2,2,635,142,2000,19700,Cockburn Central Station,988,"02-2014",6164,-32.128825,115.84877,EMMANUEL CATHOLIC COLLEGE,0.8199991849977372,58
63 Rosinski Circle,Tapping,502000,4,2,2,608,233,NULL,26100,Currambine Station,4900,"04-2019",6065,-31.72309,115.801995,JOSEPH BANKS SECONDARY COLLEGE,2.763494802035306,92
63 Sanderling Drive,Thornlie,515000,4,2,4,1078,256,1986,14800,Thornlie Station,1500,"02-2019",6108,-32.06072,115.94903,THORNLIE SENIOR HIGH SCHOOL,1.1757501326499478,125
63 Sandown Circle,Henley Brook,435000,3,2,3,427,155,2004,20100,East Guildford Station,10600,"11-2016",6055,-31.80083,115.9747,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,1.2463678546713792,53
63 Scott Street,Koongamia,170000,3,1,1,729,86,1965,18400,Midland Station,4700,"08-2004",6056,-31.90939,116.04652,SWAN VIEW SENIOR HIGH SCHOOL,2.4458068638872335,
63 Sedgeland Way,Ascot,765000,3,2,2,200,181,2000,5700,Bayswater Station,2300,"06-2014",6104,-31.93826,115.91708,BELMONT CITY COLLEGE,2.819400853143088,57
63 Sicklemore Road,Parmelia,365000,3,1,NULL,731,154,1974,32200,Kwinana Station,831,"06-2016",6167,-32.24046,115.83638,THE KING'S COLLEGE,1.571011690317526,
63 Slater Court,Kardinya,740000,4,2,4,714,209,1992,12500,Murdoch Station,2400,"02-2019",6163,-32.06137,115.82589,KENNEDY BAPTIST COLLEGE,1.379432064999513,12
63 Sorrento Street,North Beach,1850000,5,2,2,1440,366,1996,14000,Warwick Station,3900,"11-2015",6020,-31.85927,115.7583,CARINE SENIOR HIGH SCHOOL,1.7986931640296475,47
63 South Lake Drive,South Lake,467000,3,1,1,702,100,NULL,17300,Cockburn Central Station,2700,"08-2015",6164,-32.10674,115.83967,LAKELAND SENIOR HIGH SCHOOL,0.6421575686982701,
63 South Street,Kardinya,355000,3,1,2,352,99,1975,13300,Murdoch Station,2500,"12-2017",6163,-32.06823168,115.8239188,KENNEDY BAPTIST COLLEGE,0.7850991289553562,12
63 St Barnabas Boulevard,Quinns Rocks,295000,3,2,4,470,112,1996,35700,Butler Station,2800,"08-2018",6030,-31.65996,115.70392,ALKIMOS BAPTIST COLLEGE,0.5939418454668373,
63 St Catharines Promenade,Champion Lakes,540000,3,2,1,294,199,2009,22000,Kelmscott Station,2100,"01-2014",6111,-32.11494033,115.9912179,JOHN WOLLASTON ANGLICAN COMMUNITY SCHOOL,1.9343113566043146,40
63 St James Drive,Baldivis,565000,5,3,2,508,239,NULL,43900,Warnbro Station,5500,"05-2020",6171,-32.34543491,115.8225318,BALDIVIS SECONDARY COLLEGE,1.3768956513194128,134
63 Star Bush Crescent,Ellenbrook,399000,4,2,2,661,173,1998,20600,Guildford Station,11900,"11-2020",6069,-31.792,115.9688,ELLENBROOK SECONDARY COLLEGE,0.8351115080946302,119
63 Strickland Street,South Perth,1550000,2,1,6,1012,127,1948,3800,Canning Bridge Station,2600,"09-2019",6151,-31.98621,115.85978,WESLEY COLLEGE,0.9061311857857094,37
63 Tandara Fairway,Tapping,515000,3,2,2,460,192,NULL,27100,Currambine Station,4600,"08-2017",6065,-31.7146317,115.7978133,JOSEPH BANKS SECONDARY COLLEGE,1.7787232339190726,92
63 Torquata Drive,Mirrabooka,440000,4,2,NULL,684,159,1985,10900,Warwick Station,6000,"08-2015",6061,-31.85394732,115.8591688,JOHN SEPTIMUS ROE ANGLICAN COMMUNITY SCHOOL,0.6461198080465766,35
63 Tullamore Drive,Darch,699000,4,2,2,604,279,2006,16300,Whitfords Station,5500,"09-2015",6065,-31.80609,115.83928,KINGSWAY CHRISTIAN COLLEGE,0.6344972828057159,50
63 Unnaro Street,Hillman,248000,3,1,1,699,79,1970,37800,Rockingham Station,950,"03-2009",6168,-32.28258,115.76591,KOLBE CATHOLIC COLLEGE,1.1593816671727233,97
63 Vaucluse Circuit,Belmont,875000,5,2,3,434,274,2008,6400,Belmont Park Station,3200,"10-2017",6104,-31.944697,115.92641,BELMONT CITY COLLEGE,1.7510759653035186,57
63 Waterperry Drive,Canning Vale,550000,4,2,2,632,248,2004,16800,Thornlie Station,4500,"09-2019",6155,-32.08641112,115.9414416,PROVIDENCE CHRISTIAN COLLEGE,1.5492426363680432,38
63 Wattle Mews,Hocking,595000,4,2,3,582,222,2007,21300,Edgewater Station,4000,"02-2017",6065,-31.76371,115.81953,WANNEROO SECONDARY COLLEGE,0.7706504763132175,131
63 Weatherley Drive,Two Rocks,450000,4,2,2,810,211,2004,57200,Butler Station,19000,"04-2017",6037,-31.49236,115.59055,YANCHEP SECONDARY COLLEGE,8.361810233398637,
63 Wood Street,Swanbourne,1190000,4,2,3,532,212,1977,9300,Grant Street Station,983,"05-2015",6010,-31.97795,115.76486,SCOTCH COLLEGE,0.8623947584321328,24
63 Wooloomooloo Road,Greenmount,500000,3,2,NULL,1886,134,1996,19800,Midland Station,5300,"05-2017",6056,-31.89456,116.05721,SWAN VIEW SENIOR HIGH SCHOOL,1.4487677749355308,
63/45 Elvire Street,Viveash,215000,3,1,1,189,95,2012,15700,Midland Station,1200,"03-2012",6056,-31.88060568,116.0019435,LA SALLE COLLEGE,0.3249575102763617,53
630 Richardson Road,Hovea,670000,3,2,3,26137,186,1983,26200,Midland Station,11400,"04-2011",6071,-31.87484551,116.1204063,HELENA COLLEGE,4.544414224666158,78
630 Rosedale Road,Chidlow,425000,4,2,2,2001,250,1973,39900,Midland Station,25400,"06-2017",6556,-31.85711,116.26614,EASTERN HILLS SENIOR HIGH SCHOOL,4.737171202806949,105
632 Mundijong Road,Mardella,525000,3,1,2,468086,139,1996,38900,Wellard Station,7900,"06-2001",6125,-32.29825,115.88958,THE KING'S COLLEGE,6.808158646910213,
635 Bushlands Road,Hovea,93000,4,1,NULL,10000,211,1999,25200,Midland Station,10600,"01-1995",6071,-31.88139,116.11232,HELENA COLLEGE,3.507594015924307,78
635 Charles Road,Mahogany Creek,195000,4,2,2,11026,267,2004,26900,Midland Station,13400,"08-2003",6072,-31.91418,116.14019,MUNDARING CHRISTIAN COLLEGE,4.15801369140029,
635 Coulston Road,Boya,365000,4,3,1,1986,130,1972,18800,Midland Station,5200,"03-2006",6056,-31.91030998,116.0512072,TREETOPS MONTESSORI SCHOOL,2.4272681582920543,
635 Kingston Road,Mount Helena,835000,4,2,2,125452,206,1980,35000,Midland Station,20100,"07-2014",6082,-31.84305,116.20596,EASTERN HILLS SENIOR HIGH SCHOOL,3.688993241451151,105
635 Margaret Road,Hovea,322500,5,2,7,26529,239,1973,24200,Midland Station,10000,"11-1998",6071,-31.8954,116.10626,HELENA COLLEGE,1.9392967128283936,78
63A Birkett Street,Bedford,625000,3,2,1,609,167,1994,5500,Maylands Station,1900,"01-2019",6052,-31.91131,115.89197,CHISHOLM CATHOLIC COLLEGE,0.8118133309287746,29
63A Coleman Crescent,Melville,429500,3,1,1,172,85,1990,11600,Bull Creek Station,5200,"05-2018",6156,-32.04299,115.79952,MELVILLE SENIOR HIGH SCHOOL,0.67100757441798,61
63A Coniston Way,Ferndale,425000,3,1,1,1205,100,1978,10800,Welshpool Station,4200,"03-2015",6148,-32.03278,115.92196,FOUNTAIN COLLEGE,0.4512693702608305,
63A Coolgardie Street,St James,537500,4,2,2,420,150,1999,7800,Welshpool Station,1400,"12-2017",6102,-32.004674,115.913584,CANNING COLLEGE,1.6404891830958634,
63a Cranford Avenue,Brentwood,831000,4,3,2,464,240,2001,10000,Bull Creek Station,754,"09-2017",6153,-32.04142705,115.849733,CORPUS CHRISTI COLLEGE,1.8475012174901901,28
63A Enfield Street,Lathlain,783000,4,3,2,413,228,2011,4600,Vic,545,"10-2018",6100,-31.96724924,115.904638,ST CLARE'S SCHOOL,0.5724788095565484,
63A George Street,Kensington,840000,3,2,2,262,173,2010,4400,Carlisle Station,1900,"12-2016",6151,-31.98147183,115.8907417,KENT STREET SENIOR HIGH SCHOOL,0.5043410192739769,93
63A Goddard Street,Lathlain,970000,4,2,2,1012,245,2009,4900,Vic,638,"11-2014",6100,-31.96812,115.90761,ST CLARE'S SCHOOL,0.3485722702944137,
63A Petra Street,East Fremantle,850000,4,2,2,550,200,2007,12700,North Fremantle Station,2600,"01-2019",6158,-32.04173011,115.7757105,JOHN CURTIN COLLEGE OF THE ARTS,1.99121468032037,25
63a River Road,Bayswater,340000,2,1,1,340,73,1968,7600,Ashfield Station,1400,"09-2020",6053,-31.925196,115.9333333,CYRIL JACKSON SENIOR CAMPUS,1.615808121430965,
63B Brookman Avenue,Langford,230000,3,1,1,487,100,1978,12600,Thornlie Station,1300,"07-2019",6147,-32.04188042,115.9395243,LANGFORD ISLAMIC COLLEGE,0.5152163450855387,85
63B Point Walter Road,Bicton,1088000,4,2,3,540,267,1998,11000,North Fremantle Station,3000,"12-2017",6157,-32.02827974,115.7837756,SANTA MARIA COLLEGE,1.5641763019058263,10
63E Alness Street,Applecross,560000,3,1,1,249,110,2000,7600,Canning Bridge Station,1900,"08-2020",6153,-32.01771,115.8377,APPLECROSS SENIOR HIGH SCHOOL,1.3207445745353381,34
64 Alfred Road,Claremont,800000,3,2,1,562,162,1979,7000,Loch Street Station,480,"04-2018",6010,-31.96925,115.78719,JOHN XXIII COLLEGE,1.062141761621228,8
64 Ambassador Drive,Currambine,645000,4,2,2,603,199,2000,26700,Currambine Station,667,"02-2017",6028,-31.73085,115.75143,LAKE JOONDALUP BAPTIST COLLEGE,1.1984443668387095,80
64 Archer Street,Pearsall,515000,5,2,5,695,210,1998,19700,Edgewater Station,3400,"03-2018",6065,-31.77923,115.81387,ALTA-1,0.6851635673987433,
64 Armadale Road,Rivervale,585000,3,1,6,733,115,NULL,5300,Burswood Station,1300,"04-2019",6103,-31.95944,115.91402,ST CLARE'S SCHOOL,1.3972615871682474,
64 Avila Way,Alexander Heights,440000,4,2,2,707,160,1987,13700,Warwick Station,7000,"10-2017",6064,-31.82962053,115.8683734,MERCY COLLEGE,2.2115329460833872,46
64 Axminster Street,Warnbro,249000,3,1,1,807,105,1985,43600,Warnbro Station,1300,"01-2019",6169,-32.33395196,115.7574731,LIVING WATERS LUTHERAN COLLEGE,1.0548499275031338,51
64 Backshall Place,Wanneroo,510000,4,2,2,604,199,NULL,19800,Edgewater Station,2700,"02-2020",6065,-31.7802717,115.8058568,ALTA-1,0.9048476392036562,
64 Barfield Road,Hammond Park,525000,4,2,2,624,191,2010,23700,Cockburn Central Station,4500,"06-2017",6164,-32.16510991,115.8528293,ATWELL COLLEGE,2.5829538073917,129
64 Barridale Drive,Kingsley,640000,4,3,2,685,170,1979,16200,Greenwood Station,1400,"09-2018",6026,-31.81585,115.79763,THE MONTESSORI SCHOOL,1.0377970952759141,
64 Bodicoat Drive,Brookdale,225000,4,2,1,564,129,1994,27500,Armadale Station,2000,"02-2020",6112,-32.1684,116.00098,DALE CHRISTIAN SCHOOL,1.031172371660705,
64 Bourke Street,Leederville,815000,3,1,2,478,100,1922,2700,Leederville Station,883,"03-2018",6007,-31.93166169,115.844089,ARANMORE CATHOLIC COLLEGE,0.5182166820192309,106
64 Callander Avenue,Kinross,477500,4,2,2,673,156,1995,28600,Currambine Station,1600,"04-2017",6028,-31.71753,115.73613,LAKE JOONDALUP BAPTIST COLLEGE,3.2629098612817713,80
64 Campbell Street,Kensington,1200000,3,2,4,868,181,1934,4000,Claisebrook Station,4000,"11-2016",6151,-31.98567,115.87508,WESLEY COLLEGE,1.0717197213124803,37
64 Canavan Crescent,Manning,650000,4,2,2,299,160,1995,6600,Canning Bridge Station,1500,"10-2017",6152,-32.01094,115.87169,COMO SECONDARY COLLEGE,0.8108363297919551,87
64 Carwoola Circle,Carramar,460000,4,2,2,602,198,NULL,27500,Currambine Station,3400,"01-2017",6031,-31.71332,115.78402,JOSEPH BANKS SECONDARY COLLEGE,2.017167100576655,92
64 Charles Riley Road,Trigg,730000,3,2,2,308,222,2007,13100,Warwick Station,3900,"05-2016",6029,-31.86650546,115.7635248,ST MARY'S ANGLICAN GIRLS' SCHOOL,1.1920942530363197,7
64 Chatsworth Drive,Hocking,525000,4,2,2,559,201,2005,20400,Edgewater Station,3900,"10-2017",6065,-31.77166842,115.8203275,WANNEROO SECONDARY COLLEGE,1.6107869528786305,131
64 Chiltern Avenue,Brookdale,280000,4,2,4,400,115,2012,28000,Armadale Station,2000,"09-2020",6112,-32.17129288,116.0068067,ARMADALE SENIOR HIGH SCHOOL,1.298059031986519,
64 Christmas Avenue,Orelia,257523,3,1,1,728,112,1970,31700,Kwinana Station,2100,"07-2016",6167,-32.23466,115.82036,GILMORE COLLEGE,0.6589566421375281,138
64 Collick Street,Hilton,498000,3,1,1,444,183,1966,14800,Fremantle Station,4700,"03-2018",6163,-32.07116187,115.7889269,SETON CATHOLIC COLLEGE,0.4522432794197704,91
64 Crocus Way,Ferndale,610000,5,2,3,688,222,1977,10300,Welshpool Station,3700,"03-2015",6148,-32.02832,115.92163,FOUNTAIN COLLEGE,0.9209772997443118,
64 Dealy Close,Cannington,265000,3,1,1,218,82,1986,9300,Queens Park Station,441,"04-2018",6107,-32.00550269,115.9342216,ST NORBERT COLLEGE,0.5912304778294954,42
64 Diamantina Boulevard,Byford,399000,4,2,2,604,172,2012,34000,Armadale Station,8600,"02-2019",6122,-32.23056202,116.0077479,BYFORD SECONDARY COLLEGE,0.9664120849915586,116
64 Dongara Circle,Jane Brook,775000,4,2,3,4150,226,1998,21000,Midland Station,6000,"03-2020",6056,-31.86702,116.057333,SWAN VIEW SENIOR HIGH SCHOOL,2.5858242414387314,
64 Dundas Road,Inglewood,1105000,4,2,2,745,196,1932,4500,Maylands Station,1500,"07-2017",6052,-31.91702,115.8831,MOUNT LAWLEY SENIOR HIGH SCHOOL,1.3443447846616656,20
64 Edgeworth Circuit,Tapping,462000,4,2,2,603,224,2008,27300,Currambine Station,5100,"09-2019",6065,-31.71152,115.80233,JOSEPH BANKS SECONDARY COLLEGE,1.5285719050153086,92
64 Elsie Street,Watermans Bay,1125000,4,2,2,835,224,1995,15000,Warwick Station,3600,"06-2012",6020,-31.84754,115.75898,CARINE SENIOR HIGH SCHOOL,1.7054070898493172,47
64 Emerald Drive,Carabooda,175000,5,2,NULL,20009,320,2003,41800,Butler Station,4600,"11-2002",6033,-31.59658,115.71636,BUTLER COLLEGE,6.169743242291482,39
64 Eric Street,Cottesloe,1708500,4,2,2,579,163,1937,10100,Grant Street Station,484,"01-2018",6011,-31.98931708,115.7607508,PRESBYTERIAN LADIES COLLEGE,0.6162422710220785,11
64 Fairway Circle,Connolly,642500,4,2,2,780,205,1990,25300,Joondalup Station,2500,"08-2014",6027,-31.74856,115.74091,PRENDIVILLE CATHOLIC COLLEGE,0.6909155295737944,60
64 Fenchurch Street,Alexander Heights,569000,4,2,2,751,195,2000,14600,Greenwood Station,8300,"07-2016",6064,-31.82158,115.87069,LANDSDALE CHRISTIAN SCHOOL,1.6784042356639925,
64 Flinders Avenue,Hillarys,700000,3,2,2,715,164,1987,19200,Whitfords Station,3400,"03-2020",6025,-31.80798,115.74827,ST MARK'S ANGLICAN COMMUNITY SCHOOL,1.1726618810841531,58
64 Foreshore Drive,Singleton,750000,3,2,2,791,256,1990,56300,Mandurah Station,8700,"02-2015",6175,-32.44949,115.75099,MANDURAH BAPTIST COLLEGE,3.317815244032318,109
64 Gay Street,Huntingdale,451000,4,2,2,564,141,2000,17500,Thornlie Station,4200,"05-2017",6110,-32.08483,115.95779,THORNLIE SENIOR HIGH SCHOOL,2.071094447235136,125
64 Giles Avenue,Padbury,770000,4,2,2,838,193,1975,18400,Whitfords Station,1900,"04-2018",6025,-31.80743,115.76456,DUNCRAIG SENIOR HIGH SCHOOL,1.6283169062693805,32
64 Gratwick Terrace,Murdoch,550000,3,2,2,993,137,1990,12500,Murdoch Station,2200,"08-2012",6150,-32.06176799,115.8275435,KENNEDY BAPTIST COLLEGE,1.3040931779036278,12
64 Heidelberg Road,Bickley,1045000,2,2,1,3185,287,1930,22900,Madding,12000,"11-2009",6076,-31.999961,116.095189,CARMEL ADVENTIST COLLEGE,1.6464491502411864,
64 Highclere Boulevard,Marangaroo,310000,3,1,1,680,130,1988,13800,Warwick Station,4600,"11-2018",6064,-31.82918,115.84085,GIRRAWHEEN SENIOR HIGH SCHOOL,0.8187616897811947,
64 Inverness Crescent,Menora,1500000,4,2,2,955,252,1940,3800,Perth Station,3600,"06-2014",6050,-31.91851,115.85733,MOUNT LAWLEY SENIOR HIGH SCHOOL,1.2107125695789498,20
64 Jade Loop,Carabooda,903000,4,2,2,24174,216,NULL,42400,Butler Station,5000,"04-2013",6033,-31.59204,115.71198,BUTLER COLLEGE,6.639199923753053,39
64 Jarrahglen Rise,Jarrahdale,641750,4,2,2,20010,185,1990,44600,Armadale Station,19400,"09-2016",6124,-32.32738395,116.0259267,COURT GRAMMAR SCHOOL,7.199826453414998,
64 Jedburgh Loop,Sinagra,390000,3,2,1,255,109,2006,24200,Joondalup Station,2900,"08-2015",6065,-31.7406722,115.7979955,WANNEROO SECONDARY COLLEGE,2.507911187631608,131
64 Johnston Street,Mount Helena,515000,4,1,2,1800,132,1990,34400,Midland Station,20200,"07-2014",6082,-31.88638,116.21549,EASTERN HILLS SENIOR HIGH SCHOOL,1.4472949168609466,105
64 Karril Turn,Yanchep,530000,5,3,2,654,300,2014,51900,Butler Station,13600,"06-2020",6035,-31.52767302,115.6313548,YANCHEP SECONDARY COLLEGE,2.991682461993731,
64 Keirnan Street,Mundijong,385000,3,1,2,12450,147,1979,38800,Armadale Station,14800,"09-2005",6123,-32.28319,115.98254,COURT GRAMMAR SCHOOL,1.714946713576678,
64 Lakeside Drive,Helena Valley,600000,4,2,2,1039,250,1999,17100,Midland Station,3700,"03-2020",6056,-31.91081,116.03296,SWAN VIEW SENIOR HIGH SCHOOL,2.8085153237016134,
64 Lascelles Parade,Gooseberry Hill,610000,4,2,2,1044,224,1986,18200,Midland Station,7600,"08-2018",6076,-31.94517,116.05148,TREETOPS MONTESSORI SCHOOL,3.526435622629016,
64 Leake Street,Belmont,665000,4,2,4,776,155,1989,7300,Ashfield Station,3100,"07-2017",6104,-31.94024265,115.9346726,BELMONT CITY COLLEGE,2.0744147166367117,57
64 Leeward Avenue,Eglinton,395000,4,2,2,360,156,2015,43500,Butler Station,5200,"06-2017",6034,-31.59616441,115.6698449,YANCHEP SECONDARY COLLEGE,5.461670762641438,
64 Maida Vale Road,Maida Vale,385000,3,1,1,815,115,1968,14900,Midland Station,6800,"09-2017",6057,-31.9516,116.01652,DARLING RANGE SPORTS COLLEGE,2.7290421580241255,137
64 Markwell Avenue,Haynes,165000,4,2,2,306,132,2015,26200,Armadale Station,2200,"11-2013",6112,-32.15980435,115.9898665,DALE CHRISTIAN SCHOOL,0.836852152409334,
64 McCombe Avenue,Samson,526000,3,1,2,757,139,1976,14600,Murdoch Station,4900,"05-2015",6163,-32.07351,115.79917,SETON CATHOLIC COLLEGE,0.5540621841896842,91
64 Mcnairn Cross,Leda,310000,3,2,1,511,107,2002,35300,Wellard Station,1000,"03-2015",6170,-32.26656,115.8066,PETER CARNLEY ANGLICAN COMMUNITY SCHOOL,1.3107180576813324,
64 Mulligan Way,Orelia,240000,3,1,1,734,101,1970,31900,Kwinana Station,2000,"12-2020",6167,-32.23655,115.82104,GILMORE COLLEGE,0.617059299290675,138
64 Naunton Crescent,Eden Hill,652000,4,2,2,724,209,2000,9600,Ashfield Station,2200,"08-2014",6054,-31.89342,115.93365,HAMPTON SENIOR HIGH SCHOOL,0.6957149160681646,117
64 Otisco Crescent,Joondalup,550000,4,2,2,855,181,1993,26300,Currambine Station,1100,"04-2020",6027,-31.73292,115.75616,LAKE JOONDALUP BAPTIST COLLEGE,0.7101797122621497,80
64 Patterson Drive,Middle Swan,388000,3,2,2,622,127,NULL,17700,Midland Station,2800,"06-2014",6056,-31.87322,116.021,LA SALLE COLLEGE,1.6761109062963808,53
64 Prinsep Road,Jandakot,940000,4,2,3,928,285,2001,17900,Cockburn Central Station,1400,"09-2014",6164,-32.1127,115.85755,LAKELAND SENIOR HIGH SCHOOL,1.1688636091185785,
64 Rangeview Loop,Serpentine,660000,5,2,8,3998,260,2011,48500,Armadale Station,24900,"08-2019",6125,-32.37816689,115.9811111,COURT GRAMMAR SCHOOL,12.107172102551301,
64 Redmond Road,Hamilton Hill,630000,3,2,7,809,125,1965,15900,Fremantle Station,5400,"04-2018",6163,-32.08263,115.78988,PORT SCHOOL,1.0948263277068044,
