Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
27897,10-03-2023 06:00,03-08-2023 08:00,09-03-2023 02:08,Bangalore,454,ASSAULT,30,F,Knife,Violent Crime,4,No,
27898,10-03-2023 03:00,03-08-2023 09:00,08-03-2023 10:08,Bangalore,400,EXTORTION,25,F,Explosives,Other Crime,1,Yes,26-05-2023 03:00
27899,10-03-2023 12:00,03-08-2023 10:00,08-03-2023 20:02,Chennai,255,FRAUD,50,X,Firearm,Other Crime,1,Yes,25-05-2023 12:00
27900,09-03-2023 11:00,03-08-2023 11:00,08-03-2023 23:19,Vasai,286,IDENTITY THEFT,59,X,None,Violent Crime,10,Yes,09-04-2023 11:00
27901,11-03-2023 03:00,03-08-2023 12:00,09-03-2023 06:51,Bangalore,536,BURGLARY,35,M,Poison,Other Crime,13,No,
27902,08-03-2023 20:00,03-08-2023 13:00,08-03-2023 18:17,Pune,426,DRUG OFFENSE,16,F,None,Other Crime,13,No,
27903,10-03-2023 22:00,03-08-2023 14:00,09-03-2023 10:25,Mumbai,155,HOMICIDE,58,X,Explosives,Other Crime,15,No,
27904,10-03-2023 09:00,03-08-2023 15:00,09-03-2023 05:44,Lucknow,414,ASSAULT,38,M,Knife,Violent Crime,3,No,
27905,08-03-2023 21:00,03-08-2023 16:00,09-03-2023 15:48,Patna,483,IDENTITY THEFT,18,F,Other,Violent Crime,14,No,
27906,09-03-2023 18:00,03-08-2023 17:00,09-03-2023 04:16,Bhopal,348,ASSAULT,44,M,None,Violent Crime,11,No,
27907,10-03-2023 14:00,03-08-2023 18:00,08-03-2023 21:45,Chennai,534,SEXUAL ASSAULT,21,X,Knife,Violent Crime,6,Yes,07-09-2024 14:00
27908,10-03-2023 04:00,03-08-2023 19:00,09-03-2023 15:07,Mumbai,355,ROBBERY,79,X,Explosives,Violent Crime,17,Yes,22-06-2023 04:00
27909,11-03-2023 18:00,03-08-2023 20:00,09-03-2023 09:36,Agra,594,HOMICIDE,27,M,Explosives,Other Crime,8,No,
27910,09-03-2023 12:00,03-08-2023 21:00,09-03-2023 12:27,Mumbai,497,VANDALISM,47,M,None,Other Crime,13,Yes,08-05-2023 12:00
27911,11-03-2023 10:00,03-08-2023 22:00,09-03-2023 21:50,Kolkata,560,BURGLARY,41,M,Explosives,Other Crime,10,Yes,30-08-2023 10:00
27912,10-03-2023 05:00,03-08-2023 23:00,09-03-2023 10:19,Kalyan,224,ROBBERY,69,F,Explosives,Violent Crime,12,Yes,15-07-2023 05:00
27913,10-03-2023 03:00,03-09-2023 00:00,09-03-2023 01:33,Surat,218,CYBERCRIME,36,F,Other,Other Crime,1,No,
27914,09-03-2023 03:00,03-09-2023 01:00,09-03-2023 12:13,Thane,317,CYBERCRIME,60,X,Poison,Other Crime,1,Yes,20-05-2023 03:00
27915,10-03-2023 20:00,03-09-2023 02:00,09-03-2023 17:54,Nagpur,289,BURGLARY,45,X,Explosives,Other Crime,7,No,
27916,09-03-2023 21:00,03-09-2023 03:00,09-03-2023 10:53,Pune,142,HOMICIDE,35,M,Poison,Other Crime,2,Yes,08-12-2024 21:00
27917,11-03-2023 02:00,03-09-2023 04:00,09-03-2023 19:28,Bangalore,238,FRAUD,77,M,Explosives,Other Crime,16,Yes,04-06-2023 02:00
27918,09-03-2023 08:00,03-09-2023 05:00,09-03-2023 11:20,Surat,375,VEHICLE - STOLEN,66,F,Firearm,Violent Crime,12,Yes,21-04-2023 08:00
27919,11-03-2023 12:00,03-09-2023 06:00,10-03-2023 05:03,Srinagar,401,DRUG OFFENSE,22,F,Blunt Object,Other Crime,9,Yes,17-05-2023 12:00
27920,09-03-2023 16:00,03-09-2023 07:00,09-03-2023 10:59,Kanpur,542,BURGLARY,26,X,Other,Other Crime,2,Yes,25-06-2023 16:00
27921,12-03-2023 07:00,03-09-2023 08:00,09-03-2023 18:59,Mumbai,287,VANDALISM,21,X,Other,Other Crime,17,No,
27922,10-03-2023 11:00,03-09-2023 09:00,10-03-2023 04:51,Jaipur,426,TRAFFIC VIOLATION,52,M,Explosives,Traffic Fatality,10,No,
27923,10-03-2023 07:00,03-09-2023 10:00,09-03-2023 20:41,Kolkata,524,VANDALISM,50,M,Poison,Other Crime,15,No,
27924,12-03-2023 03:00,03-09-2023 11:00,09-03-2023 19:45,Bangalore,576,DRUG OFFENSE,10,F,Explosives,Other Crime,19,No,
27925,10-03-2023 23:00,03-09-2023 12:00,09-03-2023 19:27,Surat,589,DOMESTIC VIOLENCE,13,F,Knife,Violent Crime,18,Yes,06-05-2023 23:00
27926,10-03-2023 12:00,03-09-2023 13:00,09-03-2023 13:06,Indore,213,BURGLARY,22,M,None,Other Crime,17,Yes,23-05-2023 12:00
27927,12-03-2023 00:00,03-09-2023 14:00,09-03-2023 20:43,Kolkata,354,TRAFFIC VIOLATION,10,M,Other,Traffic Fatality,11,No,
27928,11-03-2023 06:00,03-09-2023 15:00,10-03-2023 14:45,Bhopal,563,ARSON,53,M,Firearm,Fire Accident,16,Yes,23-03-2023 06:00
27929,11-03-2023 20:00,03-09-2023 16:00,09-03-2023 19:51,Jaipur,538,BURGLARY,25,X,Firearm,Other Crime,6,No,
27930,09-03-2023 21:00,03-09-2023 17:00,09-03-2023 22:20,Delhi,491,CYBERCRIME,64,M,Poison,Other Crime,15,Yes,04-05-2023 21:00
27931,11-03-2023 04:00,03-09-2023 18:00,10-03-2023 07:12,Mumbai,188,SHOPLIFTING,43,X,None,Other Crime,1,Yes,25-04-2023 04:00
27932,10-03-2023 06:00,03-09-2023 19:00,10-03-2023 06:13,Patna,492,ROBBERY,33,X,Blunt Object,Violent Crime,14,Yes,10-06-2023 06:00
27933,10-03-2023 19:00,03-09-2023 20:00,10-03-2023 14:10,Delhi,218,EXTORTION,18,M,None,Other Crime,11,No,
27934,10-03-2023 10:00,03-09-2023 21:00,10-03-2023 03:58,Ghaziabad,142,PUBLIC INTOXICATION,34,F,Poison,Other Crime,14,No,
27935,12-03-2023 20:00,03-09-2023 22:00,10-03-2023 02:25,Kolkata,560,FRAUD,36,M,Blunt Object,Other Crime,14,Yes,26-05-2023 20:00
27936,10-03-2023 11:00,03-09-2023 23:00,10-03-2023 20:03,Delhi,298,VEHICLE - STOLEN,18,F,Blunt Object,Violent Crime,1,Yes,01-06-2023 11:00
27937,12-03-2023 18:00,03-10-2023 00:00,10-03-2023 15:24,Mumbai,174,COUNTERFEITING,55,M,None,Other Crime,5,Yes,26-04-2023 18:00
27938,11-03-2023 10:00,03-10-2023 01:00,10-03-2023 15:35,Nagpur,599,BURGLARY,51,F,Other,Other Crime,7,Yes,12-06-2023 10:00
27939,12-03-2023 16:00,03-10-2023 02:00,10-03-2023 21:02,Ahmedabad,460,IDENTITY THEFT,49,M,None,Violent Crime,19,No,
27940,13-03-2023 01:00,03-10-2023 03:00,10-03-2023 20:48,Hyderabad,547,ASSAULT,26,X,Blunt Object,Violent Crime,10,No,
27941,10-03-2023 05:00,03-10-2023 04:00,10-03-2023 09:33,Delhi,364,FIREARM OFFENSE,30,F,Poison,Fire Accident,12,Yes,18-03-2023 05:00
27942,10-03-2023 11:00,03-10-2023 05:00,10-03-2023 05:40,Hyderabad,375,DOMESTIC VIOLENCE,64,F,None,Violent Crime,18,Yes,24-05-2023 11:00
27943,12-03-2023 14:00,03-10-2023 06:00,10-03-2023 08:54,Bangalore,151,ASSAULT,79,X,Blunt Object,Violent Crime,2,Yes,25-03-2023 14:00
27944,11-03-2023 19:00,03-10-2023 07:00,10-03-2023 21:10,Jaipur,211,CYBERCRIME,75,M,Explosives,Other Crime,17,Yes,05-05-2023 19:00
27945,11-03-2023 04:00,03-10-2023 08:00,10-03-2023 19:19,Lucknow,421,PUBLIC INTOXICATION,75,M,Other,Other Crime,3,Yes,30-03-2023 04:00
27946,10-03-2023 22:00,03-10-2023 09:00,11-03-2023 07:53,Chennai,249,SHOPLIFTING,25,X,Knife,Other Crime,12,No,
27947,11-03-2023 12:00,03-10-2023 10:00,10-03-2023 10:22,Ludhiana,329,SEXUAL ASSAULT,52,X,Explosives,Violent Crime,12,Yes,19-11-2023 12:00
27948,12-03-2023 15:00,03-10-2023 11:00,11-03-2023 02:20,Ghaziabad,458,IDENTITY THEFT,52,F,Poison,Violent Crime,6,Yes,17-04-2023 15:00
27949,11-03-2023 10:00,03-10-2023 12:00,11-03-2023 01:33,Chennai,154,HOMICIDE,21,M,Knife,Other Crime,4,No,
27950,11-03-2023 19:00,03-10-2023 13:00,11-03-2023 12:31,Bangalore,406,PUBLIC INTOXICATION,71,F,Blunt Object,Other Crime,7,Yes,01-04-2023 19:00
27951,11-03-2023 01:00,03-10-2023 14:00,11-03-2023 10:26,Bangalore,197,EXTORTION,22,X,Explosives,Other Crime,3,Yes,10-04-2023 01:00
27952,12-03-2023 23:00,03-10-2023 15:00,10-03-2023 22:36,Srinagar,242,BURGLARY,53,X,Firearm,Other Crime,12,No,
27953,10-03-2023 22:00,03-10-2023 16:00,11-03-2023 06:32,Delhi,498,FIREARM OFFENSE,67,M,Knife,Fire Accident,5,Yes,22-03-2023 22:00
27954,11-03-2023 02:00,03-10-2023 17:00,10-03-2023 17:36,Bangalore,261,EXTORTION,25,F,Other,Other Crime,19,Yes,06-05-2023 02:00
27955,12-03-2023 08:00,03-10-2023 18:00,11-03-2023 02:01,Ahmedabad,167,SEXUAL ASSAULT,45,F,Other,Violent Crime,2,No,
27956,12-03-2023 22:00,03-10-2023 19:00,10-03-2023 23:42,Mumbai,579,ILLEGAL POSSESSION,48,X,None,Other Crime,18,Yes,08-05-2023 22:00
27957,12-03-2023 15:00,03-10-2023 20:00,10-03-2023 20:11,Kanpur,158,CYBERCRIME,42,X,Blunt Object,Other Crime,10,No,
27958,12-03-2023 18:00,03-10-2023 21:00,11-03-2023 14:54,Delhi,245,DRUG OFFENSE,58,X,Knife,Other Crime,8,No,
27959,12-03-2023 17:00,03-10-2023 22:00,11-03-2023 02:21,Ahmedabad,378,SEXUAL ASSAULT,20,M,Poison,Violent Crime,13,Yes,17-09-2023 17:00
27960,12-03-2023 03:00,03-10-2023 23:00,11-03-2023 06:03,Mumbai,182,FIREARM OFFENSE,67,M,Knife,Fire Accident,5,No,
27961,12-03-2023 03:00,03-11-2023 00:00,11-03-2023 21:05,Delhi,453,ASSAULT,23,X,Firearm,Violent Crime,15,No,
27962,13-03-2023 16:00,03-11-2023 01:00,11-03-2023 22:01,Kolkata,572,DRUG OFFENSE,57,F,Other,Other Crime,12,Yes,10-05-2023 16:00
27963,14-03-2023 01:00,03-11-2023 02:00,11-03-2023 17:59,Delhi,367,PUBLIC INTOXICATION,33,X,Explosives,Other Crime,11,Yes,12-04-2023 01:00
27964,11-03-2023 12:00,03-11-2023 03:00,11-03-2023 09:05,Kolkata,237,IDENTITY THEFT,59,F,Blunt Object,Violent Crime,12,No,
27965,14-03-2023 03:00,03-11-2023 04:00,11-03-2023 14:35,Varanasi,474,ASSAULT,16,M,Explosives,Violent Crime,10,No,
27966,14-03-2023 02:00,03-11-2023 05:00,11-03-2023 06:25,Kanpur,133,FIREARM OFFENSE,33,X,Firearm,Fire Accident,7,No,
27967,12-03-2023 10:00,03-11-2023 06:00,12-03-2023 02:30,Kolkata,446,VANDALISM,60,M,Explosives,Other Crime,18,Yes,22-03-2023 10:00
27968,13-03-2023 16:00,03-11-2023 07:00,11-03-2023 23:27,Patna,179,VEHICLE - STOLEN,21,M,Firearm,Violent Crime,2,No,
27969,11-03-2023 13:00,03-11-2023 08:00,11-03-2023 11:42,Delhi,494,DRUG OFFENSE,46,X,Blunt Object,Other Crime,12,Yes,01-06-2023 13:00
27970,13-03-2023 02:00,03-11-2023 09:00,11-03-2023 09:47,Kanpur,206,TRAFFIC VIOLATION,21,X,Knife,Traffic Fatality,19,Yes,03-04-2023 02:00
27971,12-03-2023 14:00,03-11-2023 10:00,12-03-2023 05:09,Hyderabad,474,ILLEGAL POSSESSION,53,M,Firearm,Other Crime,12,No,
27972,12-03-2023 16:00,03-11-2023 11:00,12-03-2023 08:41,Delhi,477,VANDALISM,47,M,Poison,Other Crime,16,Yes,15-04-2023 16:00
27973,13-03-2023 17:00,03-11-2023 12:00,11-03-2023 17:17,Kolkata,501,BURGLARY,35,M,Poison,Other Crime,16,Yes,13-06-2023 17:00
27974,13-03-2023 06:00,03-11-2023 13:00,11-03-2023 22:33,Delhi,591,HOMICIDE,53,F,Other,Other Crime,16,No,
27975,14-03-2023 07:00,03-11-2023 14:00,12-03-2023 05:37,Bangalore,220,VEHICLE - STOLEN,31,F,Poison,Violent Crime,5,No,
27976,12-03-2023 06:00,03-11-2023 15:00,12-03-2023 09:59,Ahmedabad,283,COUNTERFEITING,59,M,Poison,Other Crime,16,Yes,24-04-2023 06:00
27977,14-03-2023 03:00,03-11-2023 16:00,11-03-2023 19:31,Ahmedabad,232,SEXUAL ASSAULT,48,M,Firearm,Violent Crime,10,Yes,22-12-2023 03:00
27978,14-03-2023 15:00,03-11-2023 17:00,12-03-2023 11:56,Vasai,343,EXTORTION,32,X,Explosives,Other Crime,15,No,
27979,14-03-2023 07:00,03-11-2023 18:00,12-03-2023 02:17,Ludhiana,589,FRAUD,10,F,Poison,Other Crime,12,Yes,16-05-2023 07:00
27980,13-03-2023 11:00,03-11-2023 19:00,12-03-2023 00:23,Bangalore,321,BURGLARY,78,M,None,Other Crime,5,No,
27981,12-03-2023 13:00,03-11-2023 20:00,11-03-2023 23:52,Bangalore,491,PUBLIC INTOXICATION,16,X,Poison,Other Crime,17,No,
27982,11-03-2023 22:00,03-11-2023 21:00,12-03-2023 02:55,Hyderabad,513,TRAFFIC VIOLATION,70,M,Firearm,Traffic Fatality,2,Yes,24-03-2023 22:00
27983,14-03-2023 10:00,03-11-2023 22:00,11-03-2023 22:09,Mumbai,522,VANDALISM,11,X,Other,Other Crime,6,Yes,07-05-2023 10:00
27984,14-03-2023 12:00,03-11-2023 23:00,12-03-2023 10:26,Mumbai,192,ASSAULT,39,F,Other,Violent Crime,3,No,
27985,12-03-2023 11:00,03-12-2023 00:00,12-03-2023 01:06,Mumbai,335,ARSON,64,M,Poison,Fire Accident,8,Yes,16-05-2023 11:00
27986,12-03-2023 13:00,03-12-2023 01:00,12-03-2023 10:22,Bangalore,452,VANDALISM,69,M,Other,Other Crime,18,No,
27987,14-03-2023 09:00,03-12-2023 02:00,12-03-2023 10:52,Delhi,544,ARSON,42,X,Other,Fire Accident,14,No,
27988,13-03-2023 00:00,03-12-2023 03:00,12-03-2023 22:45,Visakhapatnam,141,FIREARM OFFENSE,74,X,Explosives,Fire Accident,16,No,
27989,14-03-2023 17:00,03-12-2023 04:00,12-03-2023 15:10,Thane,156,IDENTITY THEFT,31,F,Firearm,Violent Crime,11,No,
27990,13-03-2023 00:00,03-12-2023 05:00,13-03-2023 02:34,Mumbai,253,BURGLARY,77,M,Poison,Other Crime,19,No,
27991,12-03-2023 21:00,03-12-2023 06:00,12-03-2023 19:07,Pune,499,ILLEGAL POSSESSION,50,F,Firearm,Other Crime,18,No,
27992,12-03-2023 22:00,03-12-2023 07:00,12-03-2023 23:56,Mumbai,456,ARSON,58,X,Other,Fire Accident,19,Yes,01-06-2023 22:00
27993,13-03-2023 12:00,03-12-2023 08:00,12-03-2023 11:25,Mumbai,153,ARSON,40,X,Explosives,Fire Accident,6,No,
27994,14-03-2023 04:00,03-12-2023 09:00,13-03-2023 04:59,Nagpur,247,CYBERCRIME,57,X,Knife,Other Crime,16,Yes,10-04-2023 04:00
27995,12-03-2023 19:00,03-12-2023 10:00,12-03-2023 17:13,Kolkata,403,VEHICLE - STOLEN,70,M,Poison,Violent Crime,13,No,
27996,13-03-2023 13:00,03-12-2023 11:00,12-03-2023 18:49,Delhi,513,DRUG OFFENSE,35,X,Firearm,Other Crime,14,No,
27997,14-03-2023 12:00,03-12-2023 12:00,12-03-2023 21:35,Ahmedabad,357,ILLEGAL POSSESSION,55,M,Firearm,Other Crime,14,Yes,28-03-2023 12:00
27998,12-03-2023 15:00,03-12-2023 13:00,13-03-2023 11:25,Bangalore,542,ROBBERY,58,M,Blunt Object,Violent Crime,13,Yes,16-07-2023 15:00
27999,13-03-2023 19:00,03-12-2023 14:00,13-03-2023 11:22,Delhi,304,CYBERCRIME,30,F,Other,Other Crime,10,No,
28000,13-03-2023 08:00,03-12-2023 15:00,12-03-2023 15:38,Delhi,108,KIDNAPPING,24,F,Firearm,Other Crime,7,No,
28001,14-03-2023 12:00,03-12-2023 16:00,12-03-2023 22:14,Bangalore,200,PUBLIC INTOXICATION,30,F,Poison,Other Crime,6,No,
28002,13-03-2023 00:00,03-12-2023 17:00,13-03-2023 15:22,Indore,415,CYBERCRIME,30,X,Other,Other Crime,4,No,
28003,13-03-2023 04:00,03-12-2023 18:00,12-03-2023 21:14,Chennai,311,TRAFFIC VIOLATION,41,X,Firearm,Traffic Fatality,11,No,
28004,13-03-2023 19:00,03-12-2023 19:00,13-03-2023 07:10,Hyderabad,222,ROBBERY,27,F,Knife,Violent Crime,13,Yes,24-05-2023 19:00
28005,13-03-2023 21:00,03-12-2023 20:00,13-03-2023 09:16,Ahmedabad,101,CYBERCRIME,52,X,None,Other Crime,9,No,
28006,13-03-2023 21:00,03-12-2023 21:00,13-03-2023 14:58,Delhi,553,BURGLARY,14,X,Firearm,Other Crime,12,Yes,02-07-2023 21:00
28007,14-03-2023 23:00,03-12-2023 22:00,12-03-2023 23:12,Surat,433,IDENTITY THEFT,55,F,None,Violent Crime,14,No,
28008,13-03-2023 19:00,03-12-2023 23:00,13-03-2023 00:53,Nagpur,356,ROBBERY,75,X,None,Violent Crime,6,No,
28009,13-03-2023 21:00,03-13-2023 00:00,13-03-2023 22:57,Rajkot,288,KIDNAPPING,44,M,Other,Other Crime,5,No,
28010,14-03-2023 23:00,03-13-2023 01:00,13-03-2023 04:42,Bangalore,344,EXTORTION,53,X,Firearm,Other Crime,5,No,
28011,14-03-2023 09:00,03-13-2023 02:00,13-03-2023 11:43,Kalyan,207,ROBBERY,25,M,Knife,Violent Crime,3,No,
28012,13-03-2023 17:00,03-13-2023 03:00,14-03-2023 00:13,Ahmedabad,226,IDENTITY THEFT,39,F,Poison,Violent Crime,12,No,
28013,13-03-2023 14:00,03-13-2023 04:00,13-03-2023 04:36,Delhi,205,HOMICIDE,58,X,None,Other Crime,14,No,
28014,15-03-2023 19:00,03-13-2023 05:00,14-03-2023 02:53,Delhi,319,ROBBERY,49,M,Firearm,Violent Crime,9,No,
28015,14-03-2023 14:00,03-13-2023 06:00,13-03-2023 08:30,Delhi,569,SEXUAL ASSAULT,46,M,Blunt Object,Violent Crime,7,No,
28016,14-03-2023 11:00,03-13-2023 07:00,14-03-2023 03:45,Delhi,250,ROBBERY,38,M,Knife,Violent Crime,13,No,
28017,14-03-2023 00:00,03-13-2023 08:00,13-03-2023 21:44,Vasai,477,VEHICLE - STOLEN,46,F,None,Violent Crime,9,Yes,22-04-2023 00:00
28018,14-03-2023 13:00,03-13-2023 09:00,13-03-2023 10:37,Lucknow,117,SHOPLIFTING,66,M,Firearm,Other Crime,12,Yes,30-03-2023 13:00
28019,16-03-2023 06:00,03-13-2023 10:00,13-03-2023 21:23,Surat,294,FRAUD,46,M,Explosives,Other Crime,8,No,
28020,14-03-2023 17:00,03-13-2023 11:00,13-03-2023 15:57,Nagpur,307,DOMESTIC VIOLENCE,36,F,Firearm,Violent Crime,15,No,
28021,15-03-2023 03:00,03-13-2023 12:00,13-03-2023 13:52,Vasai,401,COUNTERFEITING,69,M,Knife,Other Crime,1,Yes,10-05-2023 03:00
28022,14-03-2023 03:00,03-13-2023 13:00,13-03-2023 22:00,Delhi,119,BURGLARY,59,X,None,Other Crime,8,No,
28023,13-03-2023 19:00,03-13-2023 14:00,14-03-2023 05:51,Kanpur,445,VEHICLE - STOLEN,74,F,Other,Violent Crime,7,Yes,08-06-2023 19:00
28024,14-03-2023 10:00,03-13-2023 15:00,13-03-2023 15:47,Chennai,454,PUBLIC INTOXICATION,79,F,None,Other Crime,4,Yes,26-03-2023 10:00
28025,14-03-2023 16:00,03-13-2023 16:00,14-03-2023 05:15,Bangalore,117,ROBBERY,67,X,Other,Violent Crime,7,No,
28026,14-03-2023 14:00,03-13-2023 17:00,13-03-2023 20:02,Surat,174,VEHICLE - STOLEN,42,F,Poison,Violent Crime,13,Yes,23-04-2023 14:00
28027,14-03-2023 01:00,03-13-2023 18:00,13-03-2023 18:23,Hyderabad,160,COUNTERFEITING,31,M,Explosives,Other Crime,16,No,
28028,15-03-2023 20:00,03-13-2023 19:00,14-03-2023 11:13,Chennai,406,BURGLARY,68,X,Firearm,Other Crime,16,Yes,11-07-2023 20:00
28029,16-03-2023 02:00,03-13-2023 20:00,14-03-2023 10:07,Jaipur,547,COUNTERFEITING,35,M,Firearm,Other Crime,2,Yes,06-05-2023 02:00
28030,16-03-2023 17:00,03-13-2023 21:00,14-03-2023 04:02,Indore,512,KIDNAPPING,15,M,Explosives,Other Crime,18,Yes,12-04-2023 17:00
28031,16-03-2023 07:00,03-13-2023 22:00,14-03-2023 02:10,Hyderabad,408,TRAFFIC VIOLATION,39,X,Knife,Traffic Fatality,9,No,
28032,16-03-2023 09:00,03-13-2023 23:00,14-03-2023 15:11,Pune,413,SEXUAL ASSAULT,29,X,Knife,Violent Crime,10,Yes,25-11-2023 09:00
28033,14-03-2023 09:00,03-14-2023 00:00,14-03-2023 02:29,Mumbai,117,KIDNAPPING,35,F,Knife,Other Crime,16,Yes,28-03-2023 09:00
28034,15-03-2023 23:00,03-14-2023 01:00,14-03-2023 16:43,Bangalore,432,SHOPLIFTING,69,M,Poison,Other Crime,8,Yes,05-05-2023 23:00
28035,15-03-2023 06:00,03-14-2023 02:00,14-03-2023 13:15,Chennai,342,KIDNAPPING,72,X,Blunt Object,Other Crime,3,Yes,01-05-2023 06:00
28036,16-03-2023 13:00,03-14-2023 03:00,14-03-2023 22:26,Mumbai,244,ARSON,43,F,Explosives,Fire Accident,11,Yes,23-03-2023 13:00
28037,16-03-2023 21:00,03-14-2023 04:00,14-03-2023 08:52,Hyderabad,497,CYBERCRIME,73,M,Blunt Object,Other Crime,2,Yes,28-04-2023 21:00
28038,16-03-2023 12:00,03-14-2023 05:00,14-03-2023 22:17,Mumbai,289,PUBLIC INTOXICATION,65,M,None,Other Crime,2,No,
28039,15-03-2023 07:00,03-14-2023 06:00,14-03-2023 23:22,Bangalore,357,CYBERCRIME,64,X,Knife,Other Crime,10,Yes,31-05-2023 07:00
28040,16-03-2023 07:00,03-14-2023 07:00,14-03-2023 13:41,Visakhapatnam,317,KIDNAPPING,23,M,Poison,Other Crime,8,No,
28041,17-03-2023 06:00,03-14-2023 08:00,14-03-2023 09:50,Bangalore,510,BURGLARY,28,M,Poison,Other Crime,4,No,
28042,16-03-2023 10:00,03-14-2023 09:00,15-03-2023 02:16,Lucknow,267,VANDALISM,59,X,Firearm,Other Crime,10,Yes,01-04-2023 10:00
28043,15-03-2023 21:00,03-14-2023 10:00,14-03-2023 18:49,Ludhiana,154,IDENTITY THEFT,33,X,Poison,Violent Crime,7,Yes,07-04-2023 21:00
28044,16-03-2023 07:00,03-14-2023 11:00,15-03-2023 06:08,Mumbai,568,CYBERCRIME,11,F,Explosives,Other Crime,11,Yes,28-05-2023 07:00
28045,15-03-2023 09:00,03-14-2023 12:00,15-03-2023 06:31,Bangalore,553,DOMESTIC VIOLENCE,69,F,Poison,Violent Crime,5,Yes,19-05-2023 09:00
28046,16-03-2023 02:00,03-14-2023 13:00,14-03-2023 14:37,Kanpur,203,CYBERCRIME,54,X,Explosives,Other Crime,4,Yes,30-05-2023 02:00
28047,17-03-2023 06:00,03-14-2023 14:00,15-03-2023 12:10,Rajkot,354,KIDNAPPING,36,M,Knife,Other Crime,6,Yes,24-05-2023 06:00
28048,15-03-2023 04:00,03-14-2023 15:00,14-03-2023 17:23,Ghaziabad,249,PUBLIC INTOXICATION,73,X,None,Other Crime,9,Yes,12-04-2023 04:00
28049,14-03-2023 17:00,03-14-2023 16:00,15-03-2023 02:03,Patna,428,HOMICIDE,22,M,None,Other Crime,2,Yes,24-01-2025 17:00
28050,16-03-2023 13:00,03-14-2023 17:00,15-03-2023 13:55,Mumbai,120,COUNTERFEITING,61,F,None,Other Crime,7,No,
28051,14-03-2023 19:00,03-14-2023 18:00,15-03-2023 09:46,Delhi,516,VEHICLE - STOLEN,13,X,Other,Violent Crime,19,No,
28052,17-03-2023 06:00,03-14-2023 19:00,15-03-2023 12:15,Bangalore,123,PUBLIC INTOXICATION,28,X,Firearm,Other Crime,16,Yes,20-03-2023 06:00
28053,17-03-2023 06:00,03-14-2023 20:00,15-03-2023 02:20,Jaipur,184,SHOPLIFTING,23,M,Knife,Other Crime,17,Yes,09-05-2023 06:00
28054,16-03-2023 10:00,03-14-2023 21:00,14-03-2023 23:12,Mumbai,129,HOMICIDE,47,M,Poison,Other Crime,9,No,
28055,15-03-2023 19:00,03-14-2023 22:00,15-03-2023 04:51,Jaipur,321,SEXUAL ASSAULT,12,M,Knife,Violent Crime,17,No,
28056,15-03-2023 09:00,03-14-2023 23:00,15-03-2023 18:24,Hyderabad,431,ARSON,16,M,Explosives,Fire Accident,6,Yes,05-04-2023 09:00
28057,16-03-2023 09:00,03-15-2023 00:00,15-03-2023 17:55,Delhi,379,ROBBERY,54,M,None,Violent Crime,11,Yes,27-07-2023 09:00
28058,15-03-2023 09:00,03-15-2023 01:00,15-03-2023 23:42,Kolkata,218,SEXUAL ASSAULT,46,X,Firearm,Violent Crime,8,Yes,29-06-2024 09:00
28059,16-03-2023 19:00,03-15-2023 02:00,15-03-2023 18:35,Ghaziabad,390,ROBBERY,61,F,None,Violent Crime,8,No,
28060,18-03-2023 01:00,03-15-2023 03:00,15-03-2023 06:07,Kanpur,185,DOMESTIC VIOLENCE,30,F,None,Violent Crime,6,No,
28061,17-03-2023 22:00,03-15-2023 04:00,15-03-2023 10:19,Kanpur,312,EXTORTION,64,M,Blunt Object,Other Crime,19,No,
28062,15-03-2023 21:00,03-15-2023 05:00,15-03-2023 06:51,Vasai,395,DRUG OFFENSE,54,M,Knife,Other Crime,14,Yes,23-03-2023 21:00
28063,16-03-2023 14:00,03-15-2023 06:00,15-03-2023 17:09,Delhi,193,CYBERCRIME,64,F,Blunt Object,Other Crime,14,Yes,07-06-2023 14:00
28064,16-03-2023 19:00,03-15-2023 07:00,15-03-2023 23:14,Mumbai,426,FRAUD,53,X,None,Other Crime,19,Yes,17-05-2023 19:00
28065,16-03-2023 20:00,03-15-2023 08:00,15-03-2023 19:05,Kolkata,510,CYBERCRIME,54,F,Knife,Other Crime,15,No,
28066,17-03-2023 10:00,03-15-2023 09:00,15-03-2023 15:44,Pune,250,BURGLARY,43,X,Poison,Other Crime,12,No,
28067,16-03-2023 15:00,03-15-2023 10:00,15-03-2023 11:21,Chennai,469,HOMICIDE,27,X,Poison,Other Crime,5,Yes,22-02-2024 15:00
28068,17-03-2023 18:00,03-15-2023 11:00,15-03-2023 14:28,Bangalore,139,FIREARM OFFENSE,68,M,Other,Fire Accident,17,No,
28069,18-03-2023 05:00,03-15-2023 12:00,15-03-2023 21:33,Ahmedabad,183,EXTORTION,19,F,Other,Other Crime,13,No,
28070,15-03-2023 18:00,03-15-2023 13:00,15-03-2023 22:09,Bangalore,298,ROBBERY,75,F,Other,Violent Crime,12,Yes,28-08-2023 18:00
28071,17-03-2023 01:00,03-15-2023 14:00,16-03-2023 03:05,Kalyan,584,KIDNAPPING,68,F,Knife,Other Crime,17,No,
